,variable,value
29108,ZIP:64831,"Anderson, MO 64831"
29109,ZIP:64832,"Asbury, MO 64832"
29110,ZIP:64833,"Avilla, MO 64833"
29111,ZIP:64834,"Carl Junction, MO 64834"
29112,ZIP:64835,"Carterville, MO 64835"
29113,ZIP:64836,"Carthage, MO 64836"
29114,ZIP:64840,"Diamond, MO 64840"
29115,ZIP:64842,"Fairview, MO 64842"
29116,ZIP:64843,"Goodman, MO 64843"
29117,ZIP:64844,"Granby, MO 64844"
29118,ZIP:64847,"Lanagan, MO 64847"
29119,ZIP:64848,"La Russell, MO 64848"
29120,ZIP:64850,"Neosho, MO 64850"
29121,ZIP:64854,"Noel, MO 64854"
29122,ZIP:64855,"Oronogo, MO 64855"
29123,ZIP:64856,"Pineville, MO 64856"
29124,ZIP:64859,"Reeds, MO 64859"
29125,ZIP:64861,"Rocky Comfort, MO 64861"
29126,ZIP:64862,"Sarcoxie, MO 64862"
29127,ZIP:64863,"South West City, MO 64863"
29128,ZIP:64865,"Seneca, MO 64865"
29129,ZIP:64866,"Stark City, MO 64866"
29130,ZIP:64867,"Stella, MO 64867"
29131,ZIP:64868,"Tiff City, MO 64868"
29132,ZIP:64870,"Webb City, MO 64870"
29133,ZIP:64873,"Wentworth, MO 64873"
29134,ZIP:64874,"Wheaton, MO 64874"
29135,ZIP:65001,"Argyle, MO 65001"
29136,ZIP:65010,"Ashland, MO 65010"
29137,ZIP:65011,"Barnett, MO 65011"
29138,ZIP:65013,"Belle, MO 65013"
29139,ZIP:65014,"Bland, MO 65014"
29140,ZIP:65016,"Bonnots Mill, MO 65016"
29141,ZIP:65017,"Brumley, MO 65017"
29142,ZIP:65018,"California, MO 65018"
29143,ZIP:65020,"Camdenton, MO 65020"
29144,ZIP:65023,"Centertown, MO 65023"
29145,ZIP:65024,"Chamois, MO 65024"
29146,ZIP:65025,"Clarksburg, MO 65025"
29147,ZIP:65026,"Eldon, MO 65026"
29148,ZIP:65032,"Eugene, MO 65032"
29149,ZIP:65034,"Fortuna, MO 65034"
29150,ZIP:65035,"Freeburg, MO 65035"
29151,ZIP:65037,"Gravois Mills, MO 65037"
29152,ZIP:65039,"Hartsburg, MO 65039"
29153,ZIP:65040,"Henley, MO 65040"
29154,ZIP:65041,"Hermann, MO 65041"
29155,ZIP:65042,"High Point, MO 65042"
29156,ZIP:65043,"Holts Summit, MO 65043"
29157,ZIP:65046,"Jamestown, MO 65046"
29158,ZIP:65047,"Kaiser, MO 65047"
29159,ZIP:65048,"Koeltztown, MO 65048"
29160,ZIP:65049,"Lake Ozark, MO 65049"
29161,ZIP:65050,"Latham, MO 65050"
29162,ZIP:65051,"Linn, MO 65051"
29163,ZIP:65052,"Linn Creek, MO 65052"
29164,ZIP:65053,"Lohman, MO 65053"
29165,ZIP:65054,"Loose Creek, MO 65054"
29166,ZIP:65058,"Meta, MO 65058"
29167,ZIP:65059,"Mokane, MO 65059"
29168,ZIP:65061,"Morrison, MO 65061"
29169,ZIP:65062,"Mount Sterling, MO 65062"
29170,ZIP:65063,"New Bloomfield, MO 65063"
29171,ZIP:65064,"Olean, MO 65064"
29172,ZIP:65065,"Osage Beach, MO 65065"
29173,ZIP:65066,"Owensville, MO 65066"
29174,ZIP:65067,"Portland, MO 65067"
29175,ZIP:65068,"Prairie Home, MO 65068"
29176,ZIP:65069,"Rhineland, MO 65069"
29177,ZIP:65072,"Rocky Mount, MO 65072"
29178,ZIP:65074,"Russellville, MO 65074"
29179,ZIP:65075,"Saint Elizabeth, MO 65075"
29180,ZIP:65076,"Saint Thomas, MO 65076"
29181,ZIP:65077,"Steedman, MO 65077"
29182,ZIP:65078,"Stover, MO 65078"
29183,ZIP:65079,"Sunrise Beach, MO 65079"
29184,ZIP:65080,"Tebbetts, MO 65080"
29185,ZIP:65081,"Tipton, MO 65081"
29186,ZIP:65082,"Tuscumbia, MO 65082"
29187,ZIP:65083,"Ulman, MO 65083"
29188,ZIP:65084,"Versailles, MO 65084"
29189,ZIP:65085,"Westphalia, MO 65085"
29190,ZIP:65101,"Jefferson City, MO 65101"
29191,ZIP:65109,"Jefferson City, MO 65109"
29192,ZIP:65201,"Columbia, MO 65201"
29193,ZIP:65202,"Columbia, MO 65202"
29194,ZIP:65203,"Columbia, MO 65203"
29195,ZIP:65211,"Columbia, MO 65211"
29196,ZIP:65215,"Columbia, MO 65215"
29197,ZIP:65216,"Columbia, MO 65216"
29198,ZIP:65230,"Armstrong, MO 65230"
29199,ZIP:65231,"Auxvasse, MO 65231"
29200,ZIP:65232,"Benton City, MO 65232"
29201,ZIP:65233,"Boonville, MO 65233"
29202,ZIP:65236,"Brunswick, MO 65236"
29203,ZIP:65237,"Bunceton, MO 65237"
29204,ZIP:65239,"Cairo, MO 65239"
29205,ZIP:65240,"Centralia, MO 65240"
29206,ZIP:65243,"Clark, MO 65243"
29207,ZIP:65244,"Clifton Hill, MO 65244"
29208,ZIP:65246,"Dalton, MO 65246"
29209,ZIP:65247,"Excello, MO 65247"
29210,ZIP:65248,"Fayette, MO 65248"
29211,ZIP:65250,"Franklin, MO 65250"
29212,ZIP:65251,"Fulton, MO 65251"
29213,ZIP:65254,"Glasgow, MO 65254"
29214,ZIP:65255,"Hallsville, MO 65255"
29215,ZIP:65256,"Harrisburg, MO 65256"
29216,ZIP:65257,"Higbee, MO 65257"
29217,ZIP:65258,"Holliday, MO 65258"
29218,ZIP:65259,"Huntsville, MO 65259"
29219,ZIP:65260,"Jacksonville, MO 65260"
29220,ZIP:65261,"Keytesville, MO 65261"
29221,ZIP:65262,"Kingdom City, MO 65262"
29222,ZIP:65263,"Madison, MO 65263"
29223,ZIP:65264,"Martinsburg, MO 65264"
29224,ZIP:65265,"Mexico, MO 65265"
29225,ZIP:65270,"Moberly, MO 65270"
29226,ZIP:65274,"New Franklin, MO 65274"
29227,ZIP:65275,"Paris, MO 65275"
29228,ZIP:65276,"Pilot Grove, MO 65276"
29229,ZIP:65279,"Rocheport, MO 65279"
29230,ZIP:65280,"Rush Hill, MO 65280"
29231,ZIP:65281,"Salisbury, MO 65281"
29232,ZIP:65282,"Santa Fe, MO 65282"
29233,ZIP:65283,"Stoutsville, MO 65283"
29234,ZIP:65284,"Sturgeon, MO 65284"
29235,ZIP:65285,"Thompson, MO 65285"
29236,ZIP:65286,"Triplett, MO 65286"
29237,ZIP:65287,"Wooldridge, MO 65287"
29238,ZIP:65301,"Sedalia, MO 65301"
29239,ZIP:65305,"Whiteman Air Force Base, MO 65305"
29240,ZIP:65320,"Arrow Rock, MO 65320"
29241,ZIP:65321,"Blackburn, MO 65321"
29242,ZIP:65322,"Blackwater, MO 65322"
29243,ZIP:65323,"Calhoun, MO 65323"
29244,ZIP:65324,"Climax Springs, MO 65324"
29245,ZIP:65325,"Cole Camp, MO 65325"
29246,ZIP:65326,"Edwards, MO 65326"
29247,ZIP:65329,"Florence, MO 65329"
29248,ZIP:65330,"Gilliam, MO 65330"
29249,ZIP:65332,"Green Ridge, MO 65332"
29250,ZIP:65333,"Houstonia, MO 65333"
29251,ZIP:65334,"Hughesville, MO 65334"
29252,ZIP:65335,"Ionia, MO 65335"
29253,ZIP:65336,"Knob Noster, MO 65336"
29254,ZIP:65337,"La Monte, MO 65337"
29255,ZIP:65338,"Lincoln, MO 65338"
29256,ZIP:65339,"Malta Bend, MO 65339"
29257,ZIP:65340,"Marshall, MO 65340"
29258,ZIP:65344,"Miami, MO 65344"
29259,ZIP:65345,"Mora, MO 65345"
29260,ZIP:65347,"Nelson, MO 65347"
29261,ZIP:65348,"Otterville, MO 65348"
29262,ZIP:65349,"Slater, MO 65349"
29263,ZIP:65350,"Smithton, MO 65350"
29264,ZIP:65351,"Sweet Springs, MO 65351"
29265,ZIP:65354,"Syracuse, MO 65354"
29266,ZIP:65355,"Warsaw, MO 65355"
29267,ZIP:65360,"Windsor, MO 65360"
29268,ZIP:65401,"Rolla, MO 65401"
29269,ZIP:65409,"Rolla, MO 65409"
29270,ZIP:65436,"Beulah, MO 65436"
29271,ZIP:65438,"Birch Tree, MO 65438"
29272,ZIP:65439,"Bixby, MO 65439"
29273,ZIP:65440,"Boss, MO 65440"
29274,ZIP:65441,"Bourbon, MO 65441"
29275,ZIP:65443,"Brinktown, MO 65443"
29276,ZIP:65444,"Bucyrus, MO 65444"
29277,ZIP:65446,"Cherryville, MO 65446"
29278,ZIP:65449,"Cook Sta, MO 65449"
29279,ZIP:65452,"Crocker, MO 65452"
29280,ZIP:65453,"Cuba, MO 65453"
29281,ZIP:65456,"Davisville, MO 65456"
29282,ZIP:65457,"Devils Elbow, MO 65457"
29283,ZIP:65459,"Dixon, MO 65459"
29284,ZIP:65461,"Duke, MO 65461"
29285,ZIP:65462,"Edgar Springs, MO 65462"
29286,ZIP:65463,"Eldridge, MO 65463"
29287,ZIP:65464,"Elk Creek, MO 65464"
29288,ZIP:65466,"Eminence, MO 65466"
29289,ZIP:65468,"Eunice, MO 65468"
29290,ZIP:65470,"Falcon, MO 65470"
29291,ZIP:65473,"Fort Leonard Wood, MO 65473"
29292,ZIP:65479,"Hartshorn, MO 65479"
29293,ZIP:65483,"Houston, MO 65483"
29294,ZIP:65484,"Huggins, MO 65484"
29295,ZIP:65486,"Iberia, MO 65486"
29296,ZIP:65501,"Jadwin, MO 65501"
29297,ZIP:65529,"Jerome, MO 65529"
29298,ZIP:65534,"Laquey, MO 65534"
29299,ZIP:65535,"Leasburg, MO 65535"
29300,ZIP:65536,"Lebanon, MO 65536"
29301,ZIP:65541,"Lenox, MO 65541"
29302,ZIP:65542,"Licking, MO 65542"
29303,ZIP:65543,"Lynchburg, MO 65543"
29304,ZIP:65548,"Mountain View, MO 65548"
29305,ZIP:65550,"Newburg, MO 65550"
29306,ZIP:65552,"Plato, MO 65552"
29307,ZIP:65555,"Raymondville, MO 65555"
29308,ZIP:65556,"Richland, MO 65556"
29309,ZIP:65557,"Roby, MO 65557"
29310,ZIP:65559,"Saint James, MO 65559"
29311,ZIP:65560,"Salem, MO 65560"
29312,ZIP:65564,"Solo, MO 65564"
29313,ZIP:65565,"Steelville, MO 65565"
29314,ZIP:65566,"Viburnum, MO 65566"
29315,ZIP:65567,"Stoutland, MO 65567"
29316,ZIP:65570,"Success, MO 65570"
29317,ZIP:65571,"Summersville, MO 65571"
29318,ZIP:65580,"Vichy, MO 65580"
29319,ZIP:65582,"Vienna, MO 65582"
29320,ZIP:65583,"Waynesville, MO 65583"
29321,ZIP:65584,"Saint Robert, MO 65584"
29322,ZIP:65586,"Wesco, MO 65586"
29323,ZIP:65588,"Winona, MO 65588"
29324,ZIP:65589,"Yukon, MO 65589"
29325,ZIP:65590,"Long Lane, MO 65590"
29326,ZIP:65591,"Montreal, MO 65591"
29327,ZIP:65601,"Aldrich, MO 65601"
29328,ZIP:65603,"Arcola, MO 65603"
29329,ZIP:65604,"Ash Grove, MO 65604"
29330,ZIP:65605,"Aurora, MO 65605"
29331,ZIP:65606,"Alton, MO 65606"
29332,ZIP:65608,"Ava, MO 65608"
29333,ZIP:65609,"Bakersfield, MO 65609"
29334,ZIP:65610,"Billings, MO 65610"
29335,ZIP:65611,"Blue Eye, MO 65611"
29336,ZIP:65612,"Bois D Arc, MO 65612"
29337,ZIP:65613,"Bolivar, MO 65613"
29338,ZIP:65614,"Bradleyville, MO 65614"
29339,ZIP:65616,"Branson, MO 65616"
29340,ZIP:65617,"Brighton, MO 65617"
29341,ZIP:65618,"Brixey, MO 65618"
29342,ZIP:65619,"Brookline, MO 65619"
29343,ZIP:65620,"Bruner, MO 65620"
29344,ZIP:65622,"Buffalo, MO 65622"
29345,ZIP:65623,"Butterfield, MO 65623"
29346,ZIP:65624,"Cape Fair, MO 65624"
29347,ZIP:65625,"Cassville, MO 65625"
29348,ZIP:65626,"Caulfield, MO 65626"
29349,ZIP:65627,"Cedarcreek, MO 65627"
29350,ZIP:65629,"Chadwick, MO 65629"
29351,ZIP:65630,"Chestnutridge, MO 65630"
29352,ZIP:65631,"Clever, MO 65631"
29353,ZIP:65632,"Conway, MO 65632"
29354,ZIP:65633,"Crane, MO 65633"
29355,ZIP:65634,"Cross Timbers, MO 65634"
29356,ZIP:65635,"Dadeville, MO 65635"
29357,ZIP:65637,"Dora, MO 65637"
29358,ZIP:65638,"Drury, MO 65638"
29359,ZIP:65640,"Dunnegan, MO 65640"
29360,ZIP:65641,"Eagle Rock, MO 65641"
29361,ZIP:65644,"Elkland, MO 65644"
29362,ZIP:65646,"Everton, MO 65646"
29363,ZIP:65647,"Exeter, MO 65647"
29364,ZIP:65648,"Fair Grove, MO 65648"
29365,ZIP:65649,"Fair Play, MO 65649"
29366,ZIP:65650,"Flemington, MO 65650"
29367,ZIP:65652,"Fordland, MO 65652"
29368,ZIP:65653,"Forsyth, MO 65653"
29369,ZIP:65654,"Freistatt, MO 65654"
29370,ZIP:65655,"Gainesville, MO 65655"
29371,ZIP:65656,"Galena, MO 65656"
29372,ZIP:65657,"Garrison, MO 65657"
29373,ZIP:65658,"Golden, MO 65658"
29374,ZIP:65660,"Graff, MO 65660"
29375,ZIP:65661,"Greenfield, MO 65661"
29376,ZIP:65662,"Grovespring, MO 65662"
29377,ZIP:65663,"Half Way, MO 65663"
29378,ZIP:65666,"Hardenville, MO 65666"
29379,ZIP:65667,"Hartville, MO 65667"
29380,ZIP:65668,"Hermitage, MO 65668"
29381,ZIP:65669,"Highlandville, MO 65669"
29382,ZIP:65672,"Hollister, MO 65672"
29383,ZIP:65674,"Humansville, MO 65674"
29384,ZIP:65676,"Isabella, MO 65676"
29385,ZIP:65679,"Kirbyville, MO 65679"
29386,ZIP:65680,"Kissee Mills, MO 65680"
29387,ZIP:65681,"Lampe, MO 65681"
29388,ZIP:65682,"Lockwood, MO 65682"
29389,ZIP:65685,"Louisburg, MO 65685"
29390,ZIP:65686,"Kimberling City, MO 65686"
29391,ZIP:65688,"Brandsville, MO 65688"
29392,ZIP:65689,"Cabool, MO 65689"
29393,ZIP:65690,"Couch, MO 65690"
29394,ZIP:65692,"Koshkonong, MO 65692"
29395,ZIP:65702,"Macomb, MO 65702"
29396,ZIP:65704,"Mansfield, MO 65704"
29397,ZIP:65705,"Marionville, MO 65705"
29398,ZIP:65706,"Marshfield, MO 65706"
29399,ZIP:65707,"Miller, MO 65707"
29400,ZIP:65708,"Monett, MO 65708"
29401,ZIP:65710,"Morrisville, MO 65710"
29402,ZIP:65711,"Mountain Grove, MO 65711"
29403,ZIP:65712,"Mount Vernon, MO 65712"
29404,ZIP:65713,"Niangua, MO 65713"
29405,ZIP:65714,"Nixa, MO 65714"
29406,ZIP:65715,"Noble, MO 65715"
29407,ZIP:65717,"Norwood, MO 65717"
29408,ZIP:65720,"Oldfield, MO 65720"
29409,ZIP:65721,"Ozark, MO 65721"
29410,ZIP:65722,"Phillipsburg, MO 65722"
29411,ZIP:65723,"Pierce City, MO 65723"
29412,ZIP:65724,"Pittsburg, MO 65724"
29413,ZIP:65725,"Pleasant Hope, MO 65725"
29414,ZIP:65727,"Polk, MO 65727"
29415,ZIP:65728,"Ponce de Leon, MO 65728"
29416,ZIP:65729,"Pontiac, MO 65729"
29417,ZIP:65730,"Powell, MO 65730"
29418,ZIP:65731,"Powersite, MO 65731"
29419,ZIP:65732,"Preston, MO 65732"
29420,ZIP:65733,"Protem, MO 65733"
29421,ZIP:65734,"Purdy, MO 65734"
29422,ZIP:65735,"Quincy, MO 65735"
29423,ZIP:65737,"Reeds Spring, MO 65737"
29424,ZIP:65738,"Republic, MO 65738"
29425,ZIP:65739,"Ridgedale, MO 65739"
29426,ZIP:65740,"Rockaway Beach, MO 65740"
29427,ZIP:65742,"Rogersville, MO 65742"
29428,ZIP:65744,"Rueter, MO 65744"
29429,ZIP:65745,"Seligman, MO 65745"
29430,ZIP:65746,"Seymour, MO 65746"
29431,ZIP:65747,"Shell Knob, MO 65747"
29432,ZIP:65752,"South Greenfield, MO 65752"
29433,ZIP:65753,"Sparta, MO 65753"
29434,ZIP:65754,"Spokane, MO 65754"
29435,ZIP:65755,"Squires, MO 65755"
29436,ZIP:65756,"Stotts City, MO 65756"
29437,ZIP:65757,"Strafford, MO 65757"
29438,ZIP:65759,"Taneyville, MO 65759"
29439,ZIP:65760,"Tecumseh, MO 65760"
29440,ZIP:65761,"Theodosia, MO 65761"
29441,ZIP:65762,"Thornfield, MO 65762"
29442,ZIP:65764,"Tunas, MO 65764"
29443,ZIP:65766,"Udall, MO 65766"
29444,ZIP:65767,"Urbana, MO 65767"
29445,ZIP:65768,"Vanzant, MO 65768"
29446,ZIP:65769,"Verona, MO 65769"
29447,ZIP:65770,"Walnut Grove, MO 65770"
29448,ZIP:65771,"Walnut Shade, MO 65771"
29449,ZIP:65772,"Washburn, MO 65772"
29450,ZIP:65773,"Wasola, MO 65773"
29451,ZIP:65774,"Weaubleau, MO 65774"
29452,ZIP:65775,"West Plains, MO 65775"
29453,ZIP:65777,"Moody, MO 65777"
29454,ZIP:65778,"Myrtle, MO 65778"
29455,ZIP:65779,"Wheatland, MO 65779"
29456,ZIP:65781,"Willard, MO 65781"
29457,ZIP:65783,"Windyville, MO 65783"
29458,ZIP:65784,"Zanoni, MO 65784"
29459,ZIP:65785,"Stockton, MO 65785"
29460,ZIP:65786,"Macks Creek, MO 65786"
29461,ZIP:65787,"Roach, MO 65787"
29462,ZIP:65788,"Peace Valley, MO 65788"
29463,ZIP:65789,"Pomona, MO 65789"
29464,ZIP:65790,"Pottersville, MO 65790"
29465,ZIP:65791,"Thayer, MO 65791"
29466,ZIP:65793,"Willow Springs, MO 65793"
29467,ZIP:65802,"Springfield, MO 65802"
29468,ZIP:65803,"Springfield, MO 65803"
29469,ZIP:65804,"Springfield, MO 65804"
29470,ZIP:65806,"Springfield, MO 65806"
29471,ZIP:65807,"Springfield, MO 65807"
29472,ZIP:65809,"Springfield, MO 65809"
29473,ZIP:65810,"Springfield, MO 65810"
29474,ZIP:66002,"Atchison, KS 66002"
29475,ZIP:66006,"Baldwin City, KS 66006"
29476,ZIP:66007,"Basehor, KS 66007"
29477,ZIP:66008,"Bendena, KS 66008"
29478,ZIP:66010,"Blue Mound, KS 66010"
29479,ZIP:66012,"Bonner Springs, KS 66012"
29480,ZIP:66013,"Bucyrus, KS 66013"
29481,ZIP:66014,"Centerville, KS 66014"
29482,ZIP:66015,"Colony, KS 66015"
29483,ZIP:66016,"Cummings, KS 66016"
29484,ZIP:66017,"Denton, KS 66017"
29485,ZIP:66018,"De Soto, KS 66018"
29486,ZIP:66020,"Easton, KS 66020"
29487,ZIP:66021,"Edgerton, KS 66021"
29488,ZIP:66023,"Effingham, KS 66023"
29489,ZIP:66025,"Eudora, KS 66025"
29490,ZIP:66026,"Fontana, KS 66026"
29491,ZIP:66027,"Fort Leavenworth, KS 66027"
29492,ZIP:66030,"Gardner, KS 66030"
29493,ZIP:66031,"New Century, KS 66031"
29494,ZIP:66032,"Garnett, KS 66032"
29495,ZIP:66033,"Greeley, KS 66033"
29496,ZIP:66035,"Highland, KS 66035"
29497,ZIP:66039,"Kincaid, KS 66039"
29498,ZIP:66040,"Lacygne, KS 66040"
29499,ZIP:66041,"Lancaster, KS 66041"
29500,ZIP:66042,"Lane, KS 66042"
29501,ZIP:66043,"Lansing, KS 66043"
29502,ZIP:66044,"Lawrence, KS 66044"
29503,ZIP:66045,"Lawrence, KS 66045"
29504,ZIP:66046,"Lawrence, KS 66046"
29505,ZIP:66047,"Lawrence, KS 66047"
29506,ZIP:66048,"Leavenworth, KS 66048"
29507,ZIP:66049,"Lawrence, KS 66049"
29508,ZIP:66050,"Lecompton, KS 66050"
29509,ZIP:66052,"Linwood, KS 66052"
29510,ZIP:66053,"Louisburg, KS 66053"
29511,ZIP:66054,"Mc Louth, KS 66054"
29512,ZIP:66056,"Mound City, KS 66056"
29513,ZIP:66058,"Muscotah, KS 66058"
29514,ZIP:66060,"Nortonville, KS 66060"
29515,ZIP:66061,"Olathe, KS 66061"
29516,ZIP:66062,"Olathe, KS 66062"
29517,ZIP:66064,"Osawatomie, KS 66064"
29518,ZIP:66066,"Oskaloosa, KS 66066"
29519,ZIP:66067,"Ottawa, KS 66067"
29520,ZIP:66070,"Ozawkie, KS 66070"
29521,ZIP:66071,"Paola, KS 66071"
29522,ZIP:66072,"Parker, KS 66072"
29523,ZIP:66073,"Perry, KS 66073"
29524,ZIP:66075,"Pleasanton, KS 66075"
29525,ZIP:66076,"Pomona, KS 66076"
29526,ZIP:66078,"Princeton, KS 66078"
29527,ZIP:66079,"Rantoul, KS 66079"
29528,ZIP:66080,"Richmond, KS 66080"
29529,ZIP:66083,"Spring Hill, KS 66083"
29530,ZIP:66085,"Stilwell, KS 66085"
29531,ZIP:66086,"Tonganoxie, KS 66086"
29532,ZIP:66087,"Troy, KS 66087"
29533,ZIP:66088,"Valley Falls, KS 66088"
29534,ZIP:66090,"Wathena, KS 66090"
29535,ZIP:66091,"Welda, KS 66091"
29536,ZIP:66092,"Wellsville, KS 66092"
29537,ZIP:66093,"Westphalia, KS 66093"
29538,ZIP:66094,"White Cloud, KS 66094"
29539,ZIP:66095,"Williamsburg, KS 66095"
29540,ZIP:66097,"Winchester, KS 66097"
29541,ZIP:66101,"Kansas City, KS 66101"
29542,ZIP:66102,"Kansas City, KS 66102"
29543,ZIP:66103,"Kansas City, KS 66103"
29544,ZIP:66104,"Kansas City, KS 66104"
29545,ZIP:66105,"Kansas City, KS 66105"
29546,ZIP:66106,"Kansas City, KS 66106"
29547,ZIP:66109,"Kansas City, KS 66109"
29548,ZIP:66111,"Kansas City, KS 66111"
29549,ZIP:66112,"Kansas City, KS 66112"
29550,ZIP:66113,"Edwardsville, KS 66113"
29551,ZIP:66115,"Kansas City, KS 66115"
29552,ZIP:66118,"Kansas City, KS 66118"
29553,ZIP:66160,"Kansas City, KS 66160"
29554,ZIP:66202,"Mission, KS 66202"
29555,ZIP:66203,"Shawnee, KS 66203"
29556,ZIP:66204,"Overland Park, KS 66204"
29557,ZIP:66205,"Mission, KS 66205"
29558,ZIP:66206,"Leawood, KS 66206"
29559,ZIP:66207,"Overland Park, KS 66207"
29560,ZIP:66208,"Prairie Village, KS 66208"
29561,ZIP:66209,"Leawood, KS 66209"
29562,ZIP:66210,"Overland Park, KS 66210"
29563,ZIP:66211,"Leawood, KS 66211"
29564,ZIP:66212,"Overland Park, KS 66212"
29565,ZIP:66213,"Overland Park, KS 66213"
29566,ZIP:66214,"Overland Park, KS 66214"
29567,ZIP:66215,"Lenexa, KS 66215"
29568,ZIP:66216,"Shawnee, KS 66216"
29569,ZIP:66217,"Shawnee, KS 66217"
29570,ZIP:66218,"Shawnee, KS 66218"
29571,ZIP:66219,"Lenexa, KS 66219"
29572,ZIP:66220,"Lenexa, KS 66220"
29573,ZIP:66221,"Overland Park, KS 66221"
29574,ZIP:66223,"Overland Park, KS 66223"
29575,ZIP:66224,"Overland Park, KS 66224"
29576,ZIP:66226,"Shawnee, KS 66226"
29577,ZIP:66227,"Lenexa, KS 66227"
29578,ZIP:66401,"Alma, KS 66401"
29579,ZIP:66402,"Auburn, KS 66402"
29580,ZIP:66403,"Axtell, KS 66403"
29581,ZIP:66404,"Baileyville, KS 66404"
29582,ZIP:66406,"Beattie, KS 66406"
29583,ZIP:66407,"Belvue, KS 66407"
29584,ZIP:66408,"Bern, KS 66408"
29585,ZIP:66409,"Berryton, KS 66409"
29586,ZIP:66411,"Blue Rapids, KS 66411"
29587,ZIP:66412,"Bremen, KS 66412"
29588,ZIP:66413,"Burlingame, KS 66413"
29589,ZIP:66414,"Carbondale, KS 66414"
29590,ZIP:66415,"Centralia, KS 66415"
29591,ZIP:66416,"Circleville, KS 66416"
29592,ZIP:66417,"Corning, KS 66417"
29593,ZIP:66418,"Delia, KS 66418"
29594,ZIP:66419,"Denison, KS 66419"
29595,ZIP:66422,"Emmett, KS 66422"
29596,ZIP:66423,"Eskridge, KS 66423"
29597,ZIP:66424,"Everest, KS 66424"
29598,ZIP:66425,"Fairview, KS 66425"
29599,ZIP:66427,"Frankfort, KS 66427"
29600,ZIP:66428,"Goff, KS 66428"
29601,ZIP:66429,"Grantville, KS 66429"
29602,ZIP:66431,"Harveyville, KS 66431"
29603,ZIP:66432,"Havensville, KS 66432"
29604,ZIP:66434,"Hiawatha, KS 66434"
29605,ZIP:66436,"Holton, KS 66436"
29606,ZIP:66438,"Home, KS 66438"
29607,ZIP:66439,"Horton, KS 66439"
29608,ZIP:66440,"Hoyt, KS 66440"
29609,ZIP:66441,"Junction City, KS 66441"
29610,ZIP:66442,"Fort Riley, KS 66442"
29611,ZIP:66449,"Leonardville, KS 66449"
29612,ZIP:66451,"Lyndon, KS 66451"
29613,ZIP:66502,"Manhattan, KS 66502"
29614,ZIP:66503,"Manhattan, KS 66503"
29615,ZIP:66506,"Manhattan, KS 66506"
29616,ZIP:66507,"Maple Hill, KS 66507"
29617,ZIP:66508,"Marysville, KS 66508"
29618,ZIP:66509,"Mayetta, KS 66509"
29619,ZIP:66510,"Melvern, KS 66510"
29620,ZIP:66512,"Meriden, KS 66512"
29621,ZIP:66514,"Milford, KS 66514"
29622,ZIP:66515,"Morrill, KS 66515"
29623,ZIP:66516,"Netawaka, KS 66516"
29624,ZIP:66517,"Ogden, KS 66517"
29625,ZIP:66518,"Oketo, KS 66518"
29626,ZIP:66520,"Olsburg, KS 66520"
29627,ZIP:66521,"Onaga, KS 66521"
29628,ZIP:66522,"Oneida, KS 66522"
29629,ZIP:66523,"Osage City, KS 66523"
29630,ZIP:66524,"Overbrook, KS 66524"
29631,ZIP:66526,"Paxico, KS 66526"
29632,ZIP:66527,"Powhattan, KS 66527"
29633,ZIP:66528,"Quenemo, KS 66528"
29634,ZIP:66531,"Riley, KS 66531"
29635,ZIP:66532,"Robinson, KS 66532"
29636,ZIP:66533,"Rossville, KS 66533"
29637,ZIP:66534,"Sabetha, KS 66534"
29638,ZIP:66535,"Saint George, KS 66535"
29639,ZIP:66536,"Saint Marys, KS 66536"
29640,ZIP:66537,"Scranton, KS 66537"
29641,ZIP:66538,"Seneca, KS 66538"
29642,ZIP:66539,"Silver Lake, KS 66539"
29643,ZIP:66540,"Soldier, KS 66540"
29644,ZIP:66541,"Summerfield, KS 66541"
29645,ZIP:66542,"Tecumseh, KS 66542"
29646,ZIP:66543,"Vassar, KS 66543"
29647,ZIP:66544,"Vermillion, KS 66544"
29648,ZIP:66546,"Wakarusa, KS 66546"
29649,ZIP:66547,"Wamego, KS 66547"
29650,ZIP:66548,"Waterville, KS 66548"
29651,ZIP:66549,"Westmoreland, KS 66549"
29652,ZIP:66550,"Wetmore, KS 66550"
29653,ZIP:66552,"Whiting, KS 66552"
29654,ZIP:66554,"Randolph, KS 66554"
29655,ZIP:66603,"Topeka, KS 66603"
29656,ZIP:66604,"Topeka, KS 66604"
29657,ZIP:66605,"Topeka, KS 66605"
29658,ZIP:66606,"Topeka, KS 66606"
29659,ZIP:66607,"Topeka, KS 66607"
29660,ZIP:66608,"Topeka, KS 66608"
29661,ZIP:66609,"Topeka, KS 66609"
29662,ZIP:66610,"Topeka, KS 66610"
29663,ZIP:66611,"Topeka, KS 66611"
29664,ZIP:66612,"Topeka, KS 66612"
29665,ZIP:66614,"Topeka, KS 66614"
29666,ZIP:66615,"Topeka, KS 66615"
29667,ZIP:66616,"Topeka, KS 66616"
29668,ZIP:66617,"Topeka, KS 66617"
29669,ZIP:66618,"Topeka, KS 66618"
29670,ZIP:66619,"Topeka, KS 66619"
29671,ZIP:66701,"Fort Scott, KS 66701"
29672,ZIP:66710,"Altoona, KS 66710"
29673,ZIP:66711,"Arcadia, KS 66711"
29674,ZIP:66712,"Arma, KS 66712"
29675,ZIP:66713,"Baxter Springs, KS 66713"
